Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Jaden McDaniels,22.0,MIN,SF,79.0,4.7,9.1,0.517,1.4,3.4,0.398,0.588,0.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,12.1
Marvin Bagley III,23.0,DET,C,42.0,4.8,9.1,0.529,0.5,1.6,0.288,0.579,0.75,2.2,4.2,6.4,0.9,0.5,0.7,1.1,12.0
Clint Capela,28.0,ATL,C,65.0,5.4,8.2,0.653,0.0,0.0,0.0,0.654,0.603,4.0,7.1,11.0,0.9,0.7,1.2,0.8,12.0
Mike Conley,35.0,2TM,PG,67.0,3.9,9.1,0.428,2.0,5.2,0.385,0.486,0.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,11.9
Mike Conley,35.0,UTA,PG,43.0,3.6,8.7,0.408,1.8,5.0,0.362,0.469,0.813,0.4,2.1,2.5,7.7,1.0,0.2,1.7,10.7
Mike Conley,35.0,MIN,PG,24.0,4.5,9.8,0.46,2.4,5.8,0.42,0.515,0.863,0.7,2.5,3.1,5.0,1.2,0.2,1.2,14.0
Bones Hyland,22.0,2TM,PG,56.0,4.1,10.2,0.399,2.1,5.6,0.371,0.434,0.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,11.8
Bones Hyland,22.0,DEN,PG,42.0,4.1,10.3,0.399,2.2,5.7,0.378,0.425,0.866,0.2,1.8,2.0,3.0,0.7,0.3,1.6,12.1
Bones Hyland,22.0,LAC,PG,14.0,3.9,9.8,0.401,1.9,5.3,0.351,0.46,0.75,0.7,2.8,3.5,3.4,0.8,0.1,1.1,10.8
Lonnie Walker IV,24.0,LAL,SG,56.0,4.2,9.4,0.448,1.6,4.4,0.365,0.522,0.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,11.7
Zach Collins,25.0,SAS,C,63.0,4.5,8.7,0.518,0.9,2.3,0.374,0.571,0.761,1.8,4.5,6.4,2.9,0.6,0.8,2.0,11.6
Bruce Brown,26.0,DEN,SF,80.0,4.5,9.3,0.483,1.1,3.2,0.358,0.548,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,11.5
Naz Reid,23.0,MIN,C,68.0,4.6,8.5,0.537,1.1,3.2,0.346,0.653,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,11.5
Marcus Smart,28.0,BOS,PG,61.0,4.1,9.9,0.415,1.9,5.6,0.336,0.519,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,11.5
Max Strus,26.0,MIA,SF,80.0,4.1,9.9,0.41,2.5,7.0,0.35,0.559,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,11.5
John Wall,32.0,LAC,PG,34.0,4.1,9.9,0.408,1.0,3.2,0.303,0.459,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,11.4
Quentin Grimes,22.0,NYK,SG,71.0,4.0,8.5,0.468,2.2,5.7,0.386,0.641,0.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,11.3
Isaiah Stewart,21.0,DET,C,50.0,3.9,8.8,0.442,1.3,4.1,0.327,0.542,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,11.3
Rui Hachimura,24.0,2TM,PF,63.0,4.5,9.3,0.486,0.8,2.5,0.319,0.55,0.739,0.8,3.7,4.5,0.9,0.3,0.4,0.8,11.2
Rui Hachimura,24.0,WAS,PF,30.0,5.3,10.8,0.488,1.0,3.0,0.337,0.545,0.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,13.0
Rui Hachimura,24.0,LAL,PF,33.0,3.8,7.9,0.485,0.6,2.2,0.296,0.556,0.721,1.0,3.7,4.7,0.7,0.2,0.4,0.5,9.6
Kyle Lowry,36.0,MIA,PG,55.0,3.6,8.8,0.404,1.9,5.6,0.345,0.509,0.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,11.2
Marcus Morris,33.0,LAC,PF,65.0,4.2,9.9,0.426,1.7,4.7,0.364,0.484,0.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,11.2
Corey Kispert,23.0,WAS,SF,74.0,3.9,7.9,0.497,2.2,5.2,0.424,0.637,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,11.1
Jeremy Sochan,19.0,SAS,PF,56.0,4.5,9.9,0.453,0.6,2.4,0.246,0.519,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,11.0
Mason Plumlee,32.0,2TM,C,79.0,4.2,6.1,0.68,0.0,0.0,0.0,0.68,0.636,2.9,6.0,8.9,3.1,0.6,0.6,1.5,10.8
Mason Plumlee,32.0,CHO,C,56.0,4.7,7.1,0.669,0.0,0.0,0.0,0.669,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,12.2
Mason Plumlee,32.0,LAC,C,23.0,2.8,3.8,0.727,0.0,0.0,0.0,0.727,0.772,1.8,5.1,6.9,1.7,0.5,0.5,1.3,7.5
Kentavious Caldwell-Pope,29.0,DEN,SG,76.0,3.8,8.3,0.462,1.8,4.2,0.423,0.502,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,10.8
Jaylen Nowell,23.0,MIN,SG,65.0,4.3,9.6,0.448,1.0,3.6,0.289,0.542,0.778,0.6,2.1,2.6,2.0,0.6,0.1,1.0,10.8
Ivica Zubac,25.0,LAC,C,76.0,4.3,6.8,0.634,0.0,0.0,0.0,0.637,0.697,3.1,6.8,9.9,1.0,0.4,1.3,1.5,10.8
Talen Horton-Tucker,22.0,UTA,SG,65.0,4.0,9.4,0.419,0.9,3.1,0.286,0.485,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,10.7
Victor Oladipo,30.0,MIA,SG,42.0,3.8,9.6,0.397,1.7,5.0,0.33,0.471,0.747,0.4,2.7,3.0,3.5,1.4,0.3,2.1,10.7
Cam Thomas,21.0,BRK,SG,57.0,3.5,8.0,0.441,0.9,2.3,0.383,0.464,0.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,10.6
Jeenathan Williams,23.0,POR,SG,5.0,4.8,7.8,0.615,0.6,1.6,0.375,0.677,0.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,10.6
Moritz Wagner,25.0,ORL,C,57.0,3.5,6.9,0.5,0.9,2.9,0.313,0.631,0.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,10.5
Grayson Allen,27.0,MIL,SG,72.0,3.4,7.7,0.44,2.0,5.1,0.399,0.518,0.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,10.4
Killian Hayes,21.0,DET,PG,76.0,4.0,10.7,0.377,1.1,3.8,0.28,0.429,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,10.3
Tyus Jones,26.0,MEM,PG,80.0,3.9,8.9,0.438,1.5,4.1,0.371,0.495,0.8,0.4,2.2,2.5,5.2,1.0,0.1,0.9,10.3
Monte Morris,27.0,WAS,PG,62.0,4.0,8.3,0.48,1.3,3.3,0.382,0.543,0.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,10.3
Cameron Payne,28.0,PHO,PG,48.0,3.9,9.4,0.415,1.4,3.9,0.368,0.448,0.766,0.3,2.0,2.2,4.5,0.7,0.2,1.7,10.3
Reggie Jackson,32.0,2TM,PG,68.0,3.9,9.4,0.411,1.4,4.2,0.333,0.474,0.91,0.4,1.8,2.1,3.4,0.7,0.1,1.7,10.2
Reggie Jackson,32.0,LAC,PG,52.0,4.1,9.8,0.418,1.5,4.2,0.35,0.469,0.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,10.9
Reggie Jackson,32.0,DEN,PG,16.0,3.1,8.0,0.383,1.2,4.3,0.279,0.5,0.833,0.2,1.6,1.8,3.1,0.6,0.1,1.2,7.9
Malaki Branham,19.0,SAS,SG,66.0,4.1,9.3,0.44,1.2,3.9,0.302,0.539,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,10.2
Doug McDermott,31.0,SAS,SF,64.0,3.7,8.2,0.457,1.9,4.7,0.413,0.516,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,10.2
Patrick Williams,21.0,CHI,PF,82.0,3.8,8.3,0.464,1.4,3.4,0.415,0.498,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,10.2
Josh Richardson,29.0,2TM,SG,65.0,3.7,8.5,0.431,1.6,4.5,0.365,0.506,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,10.1
Josh Richardson,29.0,SAS,SG,42.0,4.2,9.7,0.436,1.8,4.9,0.357,0.518,0.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,11.5
Josh Richardson,29.0,NOP,SG,23.0,2.7,6.4,0.419,1.4,3.7,0.384,0.468,0.762,0.5,2.0,2.4,1.6,1.3,0.4,1.0,7.5
De'Anthony Melton,24.0,PHI,SG,77.0,3.6,8.5,0.425,2.0,5.2,0.39,0.484,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,10.1
Aaron Nesmith,23.0,IND,SF,73.0,3.5,8.1,0.427,1.6,4.3,0.366,0.496,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,10.1
James Wiseman,21.0,2TM,C,45.0,4.2,7.5,0.558,0.1,0.4,0.2,0.58,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,10.0
James Wiseman,21.0,GSW,C,21.0,2.8,4.5,0.628,0.0,0.1,0.5,0.63,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,6.9
James Wiseman,21.0,DET,C,24.0,5.4,10.2,0.531,0.1,0.8,0.167,0.559,0.712,2.3,5.8,8.1,0.7,0.2,0.8,1.5,12.7
Brandon Clarke,26.0,MEM,PF,56.0,4.1,6.2,0.656,0.0,0.1,0.167,0.665,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,10.0
Jonathan Kuminga,20.0,GSW,PF,67.0,3.9,7.4,0.525,0.8,2.2,0.37,0.59,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,9.9
Onyeka Okongwu,22.0,ATL,C,80.0,4.0,6.2,0.638,0.1,0.2,0.308,0.647,0.781,2.7,4.5,7.2,1.0,0.7,1.3,1.0,9.9
Luka Šamanić,23.0,UTA,PF,7.0,3.7,8.1,0.456,1.1,4.4,0.258,0.692,0.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,9.9
Shaedon Sharpe,19.0,POR,SG,80.0,3.8,8.1,0.472,1.3,3.5,0.36,0.559,0.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,9.9
Jalen Suggs,21.0,ORL,SG,53.0,3.5,8.4,0.419,1.2,3.8,0.327,0.496,0.723,1.0,2.0,3.0,2.9,1.3,0.5,1.8,9.9
Thomas Bryant,25.0,2TM,C,59.0,3.9,6.3,0.623,0.4,1.0,0.441,0.658,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,9.8
Thomas Bryant,25.0,LAL,C,41.0,4.8,7.3,0.654,0.5,1.2,0.44,0.697,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,12.1
Thomas Bryant,25.0,DEN,C,18.0,1.8,3.8,0.485,0.2,0.5,0.444,0.492,0.722,1.1,2.3,3.3,0.1,0.1,0.4,0.6,4.6
Josh Hart,27.0,2TM,SF,76.0,3.6,6.8,0.529,0.8,2.2,0.372,0.601,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,9.8
Josh Hart,27.0,POR,SF,51.0,3.6,7.1,0.504,0.7,2.2,0.304,0.594,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,9.5
Josh Hart,27.0,NYK,SF,25.0,3.7,6.3,0.586,1.1,2.1,0.519,0.619,0.789,1.9,5.2,7.0,3.6,1.4,0.5,1.5,10.2
Al Horford,36.0,BOS,C,63.0,3.6,7.6,0.476,2.3,5.2,0.446,0.539,0.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,9.8
Herbert Jones,24.0,NOP,PF,66.0,3.6,7.6,0.469,0.8,2.5,0.335,0.536,0.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,9.8
Julian Champagnie,21.0,2TM,SF,17.0,3.5,7.6,0.454,1.9,4.8,0.402,0.542,0.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,9.7
Julian Champagnie,21.0,PHI,SF,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Julian Champagnie,21.0,SAS,SF,15.0,3.9,8.5,0.461,2.2,5.4,0.407,0.553,0.824,0.7,3.3,4.0,0.7,0.3,0.3,0.7,11.0
Cam Reddish,23.0,2TM,SF,40.0,3.5,7.8,0.446,1.1,3.6,0.313,0.56,0.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,9.7
Cam Reddish,23.0,NYK,SF,20.0,3.1,6.8,0.449,0.9,2.8,0.304,0.55,0.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,8.4
Cam Reddish,23.0,POR,SF,20.0,3.9,8.8,0.443,1.4,4.4,0.318,0.568,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,11.0
Keita Bates-Diop,27.0,SAS,PF,67.0,3.5,6.9,0.508,0.8,2.1,0.394,0.557,0.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,9.7
Coby White,22.0,CHI,SG,74.0,3.6,8.0,0.443,1.7,4.6,0.372,0.54,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,9.7
Caleb Martin,27.0,MIA,SF,71.0,3.6,7.7,0.464,1.2,3.3,0.356,0.545,0.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,9.6
Isaiah Joe,23.0,OKC,SG,73.0,3.1,7.0,0.441,2.2,5.4,0.409,0.553,0.82,0.4,2.0,2.4,1.2,0.7,0.1,0.5,9.5
Andrew Nembhard,23.0,IND,SG,75.0,3.8,8.6,0.441,1.2,3.5,0.35,0.504,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,9.5
Jalen McDaniels,25.0,2TM,SF,80.0,3.5,7.7,0.455,1.0,2.9,0.332,0.53,0.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,9.4
Jalen McDaniels,25.0,CHO,SF,56.0,3.9,8.8,0.447,1.2,3.6,0.322,0.534,0.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,10.6
Jalen McDaniels,25.0,PHI,SF,24.0,2.5,5.1,0.488,0.5,1.3,0.4,0.516,0.824,0.8,2.4,3.2,0.8,0.7,0.2,0.5,6.7
Kyle Anderson,29.0,MIN,PF,69.0,3.7,7.2,0.509,0.6,1.5,0.41,0.536,0.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,9.4
Chris Boucher,30.0,TOR,PF,76.0,3.4,7.0,0.493,0.8,2.5,0.328,0.585,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,9.4
Donte DiVincenzo,26.0,GSW,SG,72.0,3.3,7.5,0.435,2.1,5.3,0.397,0.525,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,9.4
Jalen Smith,22.0,IND,C,68.0,3.6,7.5,0.476,0.8,2.8,0.283,0.593,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,9.4
Gabe Vincent,26.0,MIA,PG,68.0,3.4,8.3,0.402,1.7,5.1,0.334,0.512,0.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,9.4
Luke Kennard,26.0,2TM,SG,59.0,3.2,6.5,0.492,2.3,4.6,0.494,0.487,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,9.3
Luke Kennard,26.0,LAC,SG,35.0,2.8,6.0,0.464,1.7,3.8,0.447,0.494,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,7.8
Luke Kennard,26.0,MEM,SG,24.0,3.8,7.1,0.526,3.1,5.7,0.54,0.471,0.947,0.4,2.8,3.1,2.3,0.5,0.0,0.7,11.3
Hamidou Diallo,24.0,DET,SF,56.0,3.8,6.7,0.573,0.1,0.4,0.238,0.593,0.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,9.3
Tari Eason,21.0,HOU,PF,82.0,3.6,8.0,0.448,0.7,2.1,0.343,0.486,0.752,2.4,3.7,6.0,1.1,1.2,0.6,1.2,9.3
Precious Achiuwa,23.0,TOR,C,55.0,3.6,7.3,0.485,0.5,2.0,0.269,0.564,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,9.2
Deni Avdija,22.0,WAS,SF,76.0,3.3,7.6,0.437,0.9,3.1,0.297,0.53,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,9.2
Seth Curry,32.0,BRK,SG,61.0,3.4,7.4,0.463,1.5,3.8,0.405,0.525,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,9.2
Walker Kessler,21.0,UTA,C,74.0,4.0,5.6,0.72,0.0,0.0,0.333,0.723,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,9.2
Bol Bol,23.0,ORL,PF,70.0,3.7,6.8,0.546,0.4,1.6,0.265,0.633,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,9.1
Jalen Duren,19.0,DET,C,67.0,3.9,5.9,0.648,0.0,0.0,0.0,0.652,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,9.1
Josh Green,22.0,DAL,SG,60.0,3.4,6.4,0.537,1.1,2.8,0.402,0.643,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,9.1
Naji Marshall,25.0,NOP,SF,77.0,3.2,7.4,0.433,0.9,2.8,0.303,0.513,0.789,0.6,3.0,3.6,2.5,0.7,0.2,1.3,9.1
Taurean Prince,28.0,MIN,PF,54.0,3.3,7.0,0.467,1.4,3.6,0.381,0.557,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,9.1
Jae'Sean Tate,27.0,HOU,SF,31.0,3.5,7.4,0.48,0.4,1.5,0.283,0.53,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,9.1
Santi Aldama,22.0,MEM,PF,77.0,3.2,6.8,0.47,1.2,3.5,0.353,0.591,0.75,1.1,3.7,4.8,1.3,0.6,0.6,0.8,9.0
Jose Alvarado,24.0,NOP,PG,61.0,3.3,8.0,0.411,1.4,4.0,0.336,0.488,0.813,0.5,1.9,2.3,3.0,1.1,0.2,1.3,9.0
Daniel Gafford,24.0,WAS,C,78.0,3.7,5.1,0.732,0.0,0.0,0.0,0.732,0.679,2.1,3.5,5.6,1.1,0.4,1.3,1.1,9.0
Mark Williams,21.0,CHO,C,43.0,3.7,5.8,0.637,0.0,0.0,0.0,0.637,0.691,2.2,4.9,7.1,0.4,0.7,1.0,0.9,9.0
AJ Griffin,19.0,ATL,SF,72.0,3.4,7.4,0.465,1.4,3.6,0.39,0.536,0.894,0.5,1.6,2.1,1.0,0.6,0.2,0.6,8.9
Jaden Hardy,20.0,DAL,SG,48.0,3.0,6.9,0.438,1.3,3.3,0.404,0.469,0.823,0.2,1.6,1.9,1.4,0.4,0.1,1.0,8.8
Shaquille Harrison,29.0,POR,SG,5.0,3.0,7.2,0.417,0.6,2.0,0.3,0.462,0.733,0.2,4.2,4.4,6.0,2.2,0.4,1.2,8.8
Terance Mann,26.0,LAC,SG,81.0,3.4,6.5,0.519,1.0,2.4,0.389,0.598,0.78,1.0,2.5,3.4,2.3,0.5,0.3,1.0,8.8
Royce O'Neale,29.0,BRK,SF,76.0,3.0,7.8,0.386,2.1,5.5,0.389,0.379,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,8.8
Dennis Smith Jr.,25.0,CHO,PG,54.0,3.4,8.4,0.412,0.4,2.1,0.216,0.475,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,8.8
Jordan Nwora,24.0,2TM,SF,62.0,3.1,7.2,0.436,1.4,3.4,0.408,0.462,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,8.7
Jordan Nwora,24.0,MIL,SF,38.0,2.0,5.2,0.386,1.1,2.7,0.392,0.379,0.86,0.8,2.3,3.1,1.0,0.3,0.2,0.9,6.0
Jordan Nwora,24.0,IND,SF,24.0,4.9,10.3,0.476,1.9,4.5,0.422,0.518,0.721,0.9,3.8,4.7,2.1,0.5,0.3,1.3,13.0
T.J. McConnell,30.0,IND,PG,75.0,3.8,6.9,0.543,0.3,0.8,0.441,0.556,0.853,0.6,2.5,3.1,5.3,1.1,0.1,1.9,8.7
Cedi Osman,27.0,CLE,SF,77.0,3.1,6.9,0.451,1.5,4.1,0.372,0.564,0.694,0.3,2.0,2.3,1.5,0.5,0.1,0.7,8.7
Landry Shamet,25.0,PHO,SG,40.0,2.8,7.5,0.377,1.9,5.0,0.377,0.376,0.882,0.3,1.4,1.7,2.3,0.7,0.1,0.9,8.7
Steven Adams,29.0,MEM,C,42.0,3.7,6.3,0.597,0.0,0.0,0.0,0.599,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,8.6
Ayo Dosunmu,23.0,CHI,SG,80.0,3.5,7.1,0.493,0.7,2.4,0.312,0.583,0.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,8.6
Draymond Green,32.0,GSW,PF,73.0,3.4,6.5,0.527,0.5,1.8,0.305,0.612,0.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,8.5
Shake Milton,26.0,PHI,SG,76.0,3.2,6.6,0.479,0.7,1.9,0.378,0.521,0.853,0.5,2.0,2.5,3.2,0.3,0.2,1.2,8.4
Dorian Finney-Smith,29.0,2TM,PF,66.0,3.0,7.6,0.391,1.7,5.1,0.337,0.503,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,8.3
Dorian Finney-Smith,29.0,DAL,PF,40.0,3.2,7.8,0.416,1.9,5.4,0.355,0.559,0.75,1.7,3.0,4.7,1.5,1.0,0.5,0.9,9.1
Dorian Finney-Smith,29.0,BRK,PF,26.0,2.6,7.3,0.351,1.4,4.7,0.306,0.429,0.789,1.8,3.1,4.9,1.6,0.7,0.6,1.0,7.2
Terrence Ross,31.0,2TM,SG,63.0,3.2,7.4,0.43,1.5,4.1,0.368,0.507,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,8.3
Terrence Ross,31.0,ORL,SG,42.0,3.1,7.1,0.431,1.5,3.8,0.381,0.489,0.75,0.2,1.8,2.0,1.3,0.6,0.2,0.9,8.0
Terrence Ross,31.0,PHO,SG,21.0,3.4,7.9,0.428,1.6,4.7,0.347,0.544,0.857,0.6,2.7,3.3,2.0,0.5,0.1,0.3,9.0
Gary Harris,28.0,ORL,SG,48.0,2.9,6.4,0.45,2.0,4.5,0.431,0.494,0.9,0.4,1.6,2.0,1.2,0.9,0.3,0.6,8.3
Kevin Love,34.0,2TM,PF,62.0,2.7,6.8,0.389,1.6,4.8,0.334,0.516,0.879,1.0,5.5,6.4,1.9,0.3,0.2,1.1,8.2
Kevin Love,34.0,CLE,PF,41.0,2.7,7.0,0.389,1.7,4.8,0.354,0.467,0.889,1.0,5.8,6.8,1.9,0.2,0.2,1.1,8.5
Kevin Love,34.0,MIA,PF,21.0,2.6,6.6,0.388,1.4,4.8,0.297,0.632,0.857,0.8,4.9,5.7,1.9,0.4,0.2,1.1,7.7
Damion Lee,30.0,PHO,SG,74.0,2.7,6.1,0.442,1.5,3.3,0.445,0.439,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,8.2
Georges Niang,29.0,PHI,PF,78.0,2.8,6.4,0.442,2.0,4.9,0.401,0.576,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,8.2
Nick Richards,25.0,CHO,C,65.0,3.0,4.8,0.629,0.0,0.0,1.0,0.628,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,8.2
Aleksej Pokusevski,21.0,OKC,PF,34.0,3.2,7.3,0.434,1.1,3.1,0.365,0.483,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,8.1
Grant Williams,24.0,BOS,PF,79.0,2.7,6.0,0.454,1.5,3.7,0.395,0.546,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1.0,8.1
Jevon Carter,27.0,MIL,PG,81.0,3.0,7.0,0.423,1.8,4.2,0.421,0.425,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,8.0
Kemba Walker,32.0,DAL,PG,9.0,2.7,6.3,0.421,0.8,3.1,0.25,0.586,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,8.0
Kenrich Williams,28.0,OKC,PF,53.0,3.4,6.5,0.517,0.9,2.5,0.373,0.608,0.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,8.0
Robert Williams,25.0,BOS,C,35.0,3.6,4.9,0.747,0.0,0.0,0.0,0.751,0.61,3.0,5.4,8.3,1.4,0.6,1.4,1.0,8.0
Gabe York,29.0,IND,SG,3.0,2.7,7.0,0.381,2.0,6.0,0.333,0.667,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,8.0
Jarred Vanderbilt,23.0,2TM,PF,78.0,3.2,5.8,0.548,0.4,1.2,0.322,0.604,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,7.9
Jarred Vanderbilt,23.0,UTA,PF,52.0,3.3,6.0,0.556,0.4,1.1,0.333,0.606,0.657,2.3,5.5,7.9,2.7,1.0,0.3,1.3,8.3
Jarred Vanderbilt,23.0,LAL,PF,26.0,2.8,5.4,0.529,0.4,1.3,0.303,0.598,0.784,1.9,4.8,6.7,1.6,1.2,0.2,1.1,7.2
Ochai Agbaji,22.0,UTA,SG,59.0,2.8,6.5,0.427,1.4,3.9,0.355,0.532,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,7.9
Chris Duarte,25.0,IND,SF,46.0,2.7,7.2,0.369,1.2,3.8,0.316,0.428,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,7.9
Duane Washington Jr.,22.0,PHO,SG,31.0,3.0,8.3,0.367,1.3,3.6,0.36,0.372,0.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,7.9
Jeff Green,36.0,DEN,PF,56.0,2.9,5.9,0.488,0.5,1.9,0.288,0.58,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,7.8
Tre Mann,21.0,OKC,PG,67.0,2.9,7.5,0.393,1.2,3.8,0.315,0.475,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,7.7
Pat Connaughton,30.0,MIL,SF,61.0,2.7,6.9,0.392,1.8,5.3,0.339,0.566,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,7.6
Joe Harris,31.0,BRK,SF,74.0,2.7,5.9,0.457,1.9,4.5,0.426,0.551,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,7.6
Trey Lyles,27.0,SAC,PF,74.0,2.5,5.5,0.458,1.2,3.2,0.363,0.595,0.815,0.9,3.1,4.1,0.9,0.4,0.4,0.9,7.6
T.J. Warren,29.0,2TM,PF,42.0,3.1,6.4,0.489,0.5,1.6,0.328,0.542,0.8,0.6,2.3,2.9,1.0,0.5,0.3,0.5,7.5
T.J. Warren,29.0,BRK,PF,26.0,3.9,7.7,0.51,0.6,1.8,0.333,0.566,0.818,0.5,2.3,2.8,1.1,0.6,0.3,0.7,9.5
T.J. Warren,29.0,PHO,SF,16.0,1.9,4.4,0.429,0.4,1.2,0.316,0.471,0.5,0.8,2.3,3.1,0.7,0.4,0.3,0.2,4.2
Devonte' Graham,27.0,2TM,PG,73.0,2.2,5.9,0.374,1.6,4.6,0.352,0.452,0.748,0.3,1.4,1.7,2.7,0.6,0.2,0.7,7.4
Devonte' Graham,27.0,NOP,PG,53.0,1.6,4.4,0.368,1.2,3.6,0.347,0.463,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,5.3
