Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Greg Brown III,21.0,POR,PF,16.0,0.7,1.8,0.393,0.1,0.4,0.143,0.476,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,1.8
Trevor Hudgins,23.0,HOU,PG,5.0,0.4,1.8,0.222,0.4,1.6,0.25,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,1.8
Alize Johnson,26.0,SAS,PF,4.0,0.8,1.5,0.5,0.0,0.5,0.0,0.75,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,1.8
Xavier Moon,28.0,LAC,SG,4.0,0.8,2.3,0.333,0.3,0.8,0.333,0.333,0.0,0.0,0.8,0.8,1.3,0.0,0.0,0.3,1.8
Alex Len,29.0,SAC,C,26.0,0.6,1.2,0.533,0.0,0.1,0.0,0.571,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.7
Dylan Windler,26.0,CLE,SF,3.0,0.7,1.0,0.667,0.3,0.7,0.5,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.7
Buddy Boeheim,23.0,DET,SF,10.0,0.5,2.7,0.185,0.4,2.5,0.16,0.5,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.0,1.6
Tony Bradley,25.0,CHI,C,12.0,0.5,1.0,0.5,0.3,0.4,0.6,0.429,1.0,0.1,0.8,0.9,0.1,0.1,0.1,0.1,1.6
JD Davison,20.0,BOS,SG,12.0,0.7,1.6,0.421,0.2,0.6,0.286,0.5,0.5,0.2,0.6,0.8,0.9,0.2,0.2,0.3,1.6
Kendall Brown,19.0,IND,SG,6.0,0.7,1.2,0.571,0.0,0.2,0.0,0.667,0.5,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5
Matthew Dellavedova,32.0,SAC,PG,32.0,0.5,1.6,0.34,0.3,0.8,0.333,0.348,0.571,0.0,0.4,0.4,1.3,0.2,0.0,0.3,1.5
Keon Ellis,23.0,SAC,SG,16.0,0.4,1.0,0.438,0.4,0.8,0.5,0.25,0.571,0.3,0.3,0.5,0.4,0.3,0.1,0.1,1.5
Mfiondu Kabengele,25.0,BOS,PF,4.0,0.5,1.8,0.286,0.0,0.8,0.0,0.5,1.0,1.3,1.3,2.5,0.0,0.5,0.0,0.3,1.5
Jordan Schakel,24.0,WAS,SF,2.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.5
Isaiah Todd,21.0,WAS,PF,6.0,0.5,3.2,0.158,0.2,1.7,0.1,0.222,1.0,0.3,1.7,2.0,0.7,0.2,0.0,0.3,1.5
Thanasis Antetokounmpo,30.0,MIL,PF,37.0,0.5,1.2,0.435,0.0,0.2,0.0,0.526,0.5,0.4,0.8,1.2,0.4,0.1,0.1,0.3,1.4
PJ Dozier,26.0,SAC,SF,16.0,0.6,2.1,0.303,0.1,1.0,0.125,0.471,0.0,0.1,0.8,0.9,0.6,0.4,0.1,0.3,1.4
Wendell Moore Jr.,21.0,MIN,SG,29.0,0.6,1.5,0.419,0.1,0.6,0.118,0.615,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,1.4
Ryan Arcidiacono,28.0,2TM,PG,20.0,0.5,1.9,0.243,0.4,1.2,0.348,0.071,0.0,0.0,0.8,0.8,1.2,0.3,0.0,0.4,1.3
Ryan Arcidiacono,28.0,NYK,PG,11.0,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3
Ryan Arcidiacono,28.0,POR,PG,9.0,0.9,3.6,0.25,0.8,2.2,0.35,0.083,0.0,0.0,1.2,1.2,2.3,0.3,0.0,0.7,2.6
Facundo Campazzo,31.0,DAL,PG,8.0,0.4,1.6,0.231,0.4,1.4,0.273,0.0,0.5,0.0,0.3,0.3,1.1,0.8,0.0,0.4,1.3
Braxton Key,25.0,DET,SF,3.0,0.3,0.3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.3
Tyrese Martin,23.0,ATL,SG,16.0,0.6,1.4,0.391,0.1,0.4,0.143,0.5,1.0,0.3,0.4,0.8,0.1,0.1,0.0,0.1,1.3
KZ Okpala,23.0,SAC,PF,35.0,0.5,1.1,0.421,0.2,0.6,0.333,0.529,0.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.3
Cole Swider,23.0,LAL,SF,7.0,0.4,1.3,0.333,0.4,1.1,0.375,0.0,0.0,0.1,0.9,1.0,0.6,0.0,0.0,0.0,1.3
Vit Krejci,22.0,ATL,PG,29.0,0.5,1.3,0.405,0.2,0.7,0.238,0.625,0.5,0.2,0.7,0.9,0.6,0.2,0.0,0.2,1.2
Jack White,25.0,DEN,SF,17.0,0.5,1.1,0.421,0.2,0.5,0.333,0.5,0.667,0.4,0.6,1.0,0.2,0.2,0.1,0.1,1.2
Noah Vonleh,27.0,BOS,C,23.0,0.5,1.0,0.458,0.0,0.2,0.25,0.5,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.1
Malcolm Hill,27.0,CHI,SF,5.0,0.4,0.8,0.5,0.2,0.6,0.333,1.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,1.0
Trevor Keels,19.0,NYK,SG,3.0,0.3,1.3,0.25,0.3,1.3,0.25,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,1.0
Chima Moneke,27.0,SAC,SF,2.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0
Kobi Simmons,25.0,CHO,SG,5.0,0.2,1.2,0.167,0.2,1.0,0.2,0.0,1.0,0.2,0.6,0.8,1.0,0.0,0.4,0.2,1.0
Joe Wieskamp,23.0,TOR,SF,9.0,0.3,1.6,0.214,0.3,1.3,0.25,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.1,1.0
Justin Jackson,27.0,BOS,SF,23.0,0.3,1.2,0.259,0.2,0.9,0.25,0.286,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.9
Marko Simonovic,23.0,CHI,C,7.0,0.3,1.0,0.286,0.1,0.6,0.25,0.333,0.5,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.9
Dereon Seabron,22.0,NOP,SG,5.0,0.4,1.0,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.8
Vernon Carey Jr.,21.0,WAS,C,11.0,0.2,0.7,0.25,0.0,0.0,0.0,0.25,1.0,0.3,0.7,1.0,0.3,0.2,0.2,0.2,0.5
Devon Dotson,23.0,WAS,PG,6.0,0.2,1.7,0.1,0.2,0.7,0.25,0.0,0.0,1.0,0.7,1.7,1.3,0.8,0.0,0.5,0.5
Leandro Bolmaro,22.0,UTA,SF,14.0,0.2,1.4,0.15,0.0,0.3,0.0,0.188,0.0,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.4
Sterling Brown,27.0,LAL,SF,4.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8,1.3,2.0,0.5,0.8,0.0,0.0,0.0
Deonte Burton,29.0,SAC,PF,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Foster Jr.,20.0,PHI,PF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Jackson,24.0,UTA,PG,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
Alondes Williams,23.0,BRK,SG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
League Average,0.0,0,0,0.0,0.0,0.0,0.475,0.0,0.0,0.361,0.548,0.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
