Player,Age,Team,Pos,G,FG,FGA,FG%,3P,3PA,3P%,2P%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS
Tomáš Satoranský,29.0,CHI,SG,58.0,2.9,5.7,0.514,0.7,2.0,0.356,0.602,0.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,7.7
Isaiah Thomas,31.0,NOP,PG,3.0,3.0,9.0,0.333,1.0,4.0,0.25,0.4,1.0,0.3,1.0,1.3,1.7,0.3,0.0,2.0,7.7
Steven Adams,27.0,NOP,C,58.0,3.3,5.3,0.614,0.0,0.1,0.0,0.62,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,7.6
Garrett Temple,34.0,CHI,SG,56.0,2.8,6.8,0.415,1.2,3.6,0.335,0.503,0.8,0.5,2.3,2.9,2.2,0.8,0.5,1.0,7.6
Tristan Thompson,29.0,BOS,C,54.0,3.1,6.0,0.518,0.0,0.1,0.0,0.523,0.592,3.1,5.0,8.1,1.2,0.4,0.6,1.1,7.6
Patrick Beverley,32.0,LAC,PG,37.0,2.5,5.9,0.423,1.5,3.8,0.397,0.468,0.8,0.8,2.4,3.2,2.1,0.8,0.8,0.9,7.5
Henry Ellenson,24.0,TOR,PF,2.0,2.5,7.0,0.357,1.0,4.5,0.222,0.6,0.75,1.5,4.5,6.0,2.5,0.0,0.0,0.0,7.5
Malachi Flynn,22.0,TOR,PG,47.0,2.7,7.2,0.374,1.1,3.6,0.321,0.424,0.804,0.2,2.3,2.5,2.9,0.8,0.1,0.9,7.5
Jaxson Hayes,20.0,NOP,C,60.0,2.9,4.7,0.625,0.1,0.2,0.429,0.635,0.775,1.5,2.8,4.3,0.6,0.4,0.6,0.7,7.5
DeAndre Jordan,32.0,BRK,C,57.0,3.3,4.4,0.763,0.0,0.0,0.0,0.766,0.5,2.1,5.4,7.5,1.6,0.3,1.1,1.5,7.5
Edmond Sumner,25.0,IND,SG,53.0,2.8,5.3,0.525,0.7,1.7,0.398,0.582,0.819,0.3,1.4,1.8,0.9,0.6,0.2,1.0,7.5
JJ Redick,36.0,2TM,SG,44.0,2.4,6.1,0.397,1.5,4.0,0.371,0.449,0.942,0.1,1.4,1.5,1.2,0.3,0.1,0.8,7.4
JJ Redick,36.0,NOP,SG,31.0,2.8,6.9,0.407,1.6,4.5,0.364,0.486,0.957,0.1,1.6,1.7,1.3,0.3,0.1,0.8,8.7
JJ Redick,36.0,DAL,SG,13.0,1.5,4.1,0.358,1.2,2.9,0.395,0.267,0.8,0.1,0.8,0.9,0.8,0.2,0.1,0.8,4.4
Jalen Harris,22.0,TOR,SG,13.0,2.8,5.5,0.5,1.3,2.8,0.472,0.528,0.778,0.2,1.2,1.4,1.3,0.6,0.0,1.1,7.4
Jalen McDaniels,23.0,CHO,SF,47.0,2.8,6.0,0.468,0.7,2.2,0.333,0.547,0.703,1.0,2.6,3.6,1.1,0.6,0.4,1.0,7.4
JaVale McGee,33.0,2TM,C,46.0,3.1,6.1,0.511,0.1,0.5,0.208,0.539,0.657,1.7,3.5,5.2,0.8,0.4,1.2,1.3,7.3
JaVale McGee,33.0,CLE,C,33.0,3.4,6.5,0.521,0.2,0.6,0.25,0.549,0.655,1.6,3.5,5.2,1.0,0.5,1.2,1.4,8.0
JaVale McGee,33.0,DEN,C,13.0,2.5,5.2,0.478,0.0,0.3,0.0,0.508,0.667,1.8,3.5,5.3,0.5,0.2,1.1,1.2,5.5
Louis King,21.0,SAC,SF,6.0,2.8,5.7,0.5,0.7,1.8,0.364,0.565,1.0,0.8,2.2,3.0,1.5,1.2,0.5,0.7,7.3
Khem Birch,28.0,2TM,C,67.0,2.8,5.7,0.497,0.2,0.8,0.25,0.537,0.705,2.6,3.2,5.8,1.3,0.7,0.7,0.7,7.2
Khem Birch,28.0,ORL,C,48.0,2.0,4.4,0.45,0.1,0.4,0.19,0.479,0.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,5.3
Khem Birch,28.0,TOR,C,19.0,5.0,9.0,0.556,0.5,1.6,0.29,0.614,0.636,3.0,4.6,7.6,1.9,0.8,1.2,1.1,11.9
James Johnson,33.0,2TM,PF,51.0,2.9,6.4,0.446,0.6,2.4,0.258,0.556,0.592,0.6,2.8,3.5,1.9,0.8,0.8,1.1,7.2
James Johnson,33.0,DAL,PF,29.0,2.3,5.0,0.462,0.5,2.1,0.25,0.612,0.586,0.5,2.5,3.0,1.7,0.8,0.8,0.9,5.7
James Johnson,33.0,NOP,PF,22.0,3.6,8.3,0.434,0.7,2.7,0.267,0.516,0.596,0.8,3.3,4.1,2.2,0.8,0.9,1.3,9.2
Justin Jackson,25.0,2TM,SF,34.0,2.6,6.5,0.403,1.1,3.4,0.308,0.51,0.838,0.5,1.8,2.3,1.5,0.4,0.1,0.9,7.2
Justin Jackson,25.0,OKC,SF,33.0,2.6,6.4,0.406,1.0,3.4,0.306,0.515,0.857,0.4,1.7,2.2,1.5,0.5,0.1,0.9,7.2
Justin Jackson,25.0,MIL,SF,1.0,3.0,9.0,0.333,2.0,6.0,0.333,0.333,0.5,2.0,4.0,6.0,1.0,0.0,0.0,1.0,9.0
Kent Bazemore,31.0,GSW,SF,67.0,2.6,5.9,0.449,1.1,2.7,0.408,0.486,0.692,0.4,3.0,3.4,1.6,1.0,0.5,1.2,7.2
Juancho Hernangómez,25.0,MIN,PF,52.0,2.5,5.8,0.435,1.1,3.2,0.327,0.573,0.619,0.9,3.1,3.9,0.7,0.4,0.1,0.5,7.2
Aaron Holiday,24.0,IND,PG,66.0,2.6,6.6,0.39,1.0,2.8,0.368,0.406,0.819,0.2,1.1,1.3,1.9,0.7,0.2,1.0,7.2
Tony Bradley,23.0,2TM,C,42.0,3.1,4.7,0.665,0.0,0.1,0.0,0.675,0.691,2.0,3.7,5.7,0.9,0.4,0.7,0.8,7.1
Tony Bradley,23.0,PHI,C,20.0,2.6,3.8,0.68,0.0,0.1,0.0,0.689,0.636,2.0,3.3,5.2,0.9,0.3,0.7,0.3,5.5
Tony Bradley,23.0,OKC,C,22.0,3.6,5.5,0.656,0.0,0.1,0.0,0.667,0.705,2.1,4.0,6.1,0.9,0.4,0.8,1.2,8.7
Dewayne Dedmon,31.0,MIA,C,16.0,2.9,4.1,0.708,0.1,0.3,0.2,0.75,0.741,1.8,3.6,5.4,0.8,0.6,0.4,0.8,7.1
Maxi Kleber,29.0,DAL,PF,50.0,2.3,5.5,0.422,1.7,4.2,0.41,0.46,0.919,0.9,4.3,5.2,1.4,0.5,0.7,0.6,7.1
Ignas Brazdeikis,22.0,3TM,SF,13.0,2.7,6.4,0.422,0.8,2.2,0.393,0.436,0.714,0.8,2.6,3.5,1.3,0.3,0.2,0.9,7.0
Ignas Brazdeikis,22.0,NYK,SF,4.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.5
Ignas Brazdeikis,22.0,PHI,SF,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Ignas Brazdeikis,22.0,ORL,SF,8.0,4.4,9.9,0.443,1.4,3.4,0.407,0.462,0.667,1.3,3.9,5.1,2.0,0.5,0.4,1.4,11.1
Daniel Gafford,22.0,2TM,C,54.0,2.9,4.2,0.684,0.0,0.0,0.0,0.684,0.667,1.7,2.5,4.3,0.5,0.5,1.4,0.8,7.0
Daniel Gafford,22.0,CHI,C,31.0,1.9,2.8,0.69,0.0,0.0,0.0,0.69,0.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,4.7
Daniel Gafford,22.0,WAS,C,23.0,4.1,6.0,0.681,0.0,0.0,0.0,0.681,0.672,2.2,3.4,5.6,0.5,0.7,1.8,0.8,10.1
Draymond Green,30.0,GSW,PF,63.0,2.7,6.0,0.447,0.5,2.0,0.27,0.535,0.795,0.9,6.3,7.1,8.9,1.7,0.8,3.0,7.0
Dwight Howard,35.0,PHI,C,69.0,2.6,4.4,0.587,0.1,0.3,0.25,0.611,0.576,2.8,5.7,8.4,0.9,0.4,0.9,1.6,7.0
Terance Mann,24.0,LAC,SG,67.0,2.7,5.2,0.509,0.6,1.4,0.418,0.541,0.83,0.8,2.8,3.6,1.6,0.4,0.2,0.6,7.0
Royce O'Neale,27.0,UTA,SF,71.0,2.5,5.5,0.444,1.5,3.9,0.385,0.586,0.848,1.2,5.6,6.8,2.5,0.8,0.5,1.2,7.0
R.J. Hampton,19.0,2TM,SG,51.0,2.7,6.1,0.435,0.5,1.7,0.31,0.482,0.671,0.6,2.9,3.5,1.7,0.4,0.2,1.0,6.9
R.J. Hampton,19.0,DEN,SG,25.0,1.0,2.4,0.417,0.2,0.7,0.278,0.476,0.75,0.4,1.6,2.0,0.6,0.2,0.1,0.4,2.6
R.J. Hampton,19.0,ORL,SG,26.0,4.3,9.7,0.439,0.8,2.7,0.319,0.484,0.657,0.7,4.2,5.0,2.8,0.6,0.3,1.6,11.2
Moritz Wagner,23.0,3TM,C,45.0,2.3,5.1,0.454,0.7,2.0,0.341,0.529,0.816,0.6,2.6,3.2,1.1,0.6,0.4,1.0,6.9
Moritz Wagner,23.0,WAS,C,25.0,2.5,4.9,0.508,0.5,1.7,0.31,0.613,0.788,0.5,2.4,2.9,1.3,0.9,0.3,0.8,7.1
Moritz Wagner,23.0,BOS,C,9.0,0.4,1.6,0.286,0.2,0.7,0.333,0.25,0.5,0.3,1.8,2.1,0.7,0.0,0.1,1.0,1.2
Moritz Wagner,23.0,ORL,C,11.0,3.5,8.5,0.409,1.5,3.9,0.372,0.44,0.879,1.0,3.9,4.9,1.1,0.4,0.8,1.2,11.0
Georges Niang,27.0,UTA,PF,72.0,2.5,5.6,0.437,1.7,4.1,0.425,0.469,0.957,0.4,2.1,2.4,0.8,0.3,0.1,0.7,6.9
Gorgui Dieng,31.0,2TM,C,38.0,2.2,4.3,0.521,0.8,1.8,0.429,0.591,0.866,1.1,2.6,3.7,1.3,0.7,0.4,0.8,6.8
Gorgui Dieng,31.0,MEM,C,22.0,2.5,4.9,0.519,1.0,2.2,0.479,0.55,0.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,7.9
Gorgui Dieng,31.0,SAS,C,16.0,1.8,3.4,0.527,0.4,1.4,0.318,0.667,0.833,0.8,1.9,2.6,1.2,0.6,0.1,0.6,5.3
Pat Connaughton,28.0,MIL,SG,69.0,2.4,5.6,0.434,1.5,3.9,0.371,0.583,0.775,0.9,3.9,4.8,1.2,0.7,0.3,0.5,6.8
Killian Hayes,19.0,DET,PG,26.0,2.7,7.7,0.353,0.8,2.8,0.278,0.395,0.824,0.2,2.4,2.7,5.3,1.0,0.4,3.2,6.8
Derrick Jones Jr.,23.0,POR,SF,58.0,2.5,5.2,0.484,0.7,2.3,0.316,0.619,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,6.8
Jaden McDaniels,20.0,MIN,PF,63.0,2.6,5.8,0.447,1.1,3.1,0.364,0.544,0.6,0.8,2.9,3.7,1.1,0.6,1.0,0.7,6.8
Justise Winslow,24.0,MEM,SF,26.0,2.8,8.1,0.352,0.4,2.1,0.185,0.41,0.571,0.7,3.8,4.5,1.9,0.6,0.5,1.4,6.8
Dennis Smith Jr.,23.0,2TM,PG,23.0,2.5,6.3,0.4,0.8,2.5,0.328,0.448,0.731,0.5,1.9,2.4,3.3,1.0,0.6,1.1,6.7
Dennis Smith Jr.,23.0,NYK,PG,3.0,0.7,3.3,0.2,0.0,1.3,0.0,0.333,0.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,3.0
Dennis Smith Jr.,23.0,DET,PG,20.0,2.8,6.8,0.415,1.0,2.7,0.352,0.457,0.7,0.6,2.1,2.7,3.7,1.0,0.7,1.3,7.3
Jeff Teague,32.0,2TM,PG,55.0,2.2,5.2,0.433,0.7,1.5,0.439,0.431,0.848,0.3,1.3,1.6,2.4,0.6,0.2,1.2,6.7
Jeff Teague,32.0,BOS,PG,34.0,2.3,5.5,0.415,0.8,1.6,0.464,0.394,0.836,0.3,1.4,1.7,2.1,0.8,0.2,1.1,6.9
Jeff Teague,32.0,MIL,PG,21.0,2.1,4.6,0.469,0.5,1.2,0.385,0.5,0.864,0.2,1.2,1.5,2.8,0.4,0.2,1.2,6.6
Spencer Dinwiddie,27.0,BRK,SG,3.0,2.0,5.3,0.375,0.7,2.3,0.286,0.444,1.0,0.0,4.3,4.3,3.0,0.7,0.3,1.7,6.7
Damyean Dotson,26.0,CLE,SG,46.0,2.6,6.4,0.406,1.0,3.5,0.289,0.545,0.667,0.1,1.9,2.0,2.0,0.3,0.1,0.9,6.7
Markieff Morris,31.0,LAL,PF,61.0,2.5,6.2,0.405,1.1,3.4,0.311,0.521,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,6.7
Abdel Nader,27.0,PHO,SF,24.0,2.4,4.8,0.491,0.8,1.8,0.419,0.534,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,6.7
Ish Smith,32.0,WAS,PG,44.0,2.9,6.8,0.434,0.4,1.1,0.367,0.448,0.576,0.5,2.9,3.4,3.9,0.7,0.3,0.9,6.7
Alex Len,27.0,2TM,C,64.0,2.7,4.3,0.615,0.1,0.4,0.32,0.644,0.629,1.2,2.8,4.1,0.8,0.3,1.0,0.9,6.6
Alex Len,27.0,TOR,C,7.0,0.7,1.4,0.5,0.4,0.9,0.5,0.5,0.5,0.0,1.6,1.6,0.4,0.1,0.9,1.1,2.3
Alex Len,27.0,WAS,C,57.0,2.9,4.7,0.619,0.1,0.3,0.263,0.647,0.636,1.4,3.0,4.4,0.8,0.3,1.0,0.8,7.1
Trey Burke,28.0,DAL,PG,62.0,2.4,5.7,0.428,0.9,2.6,0.354,0.492,0.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,6.6
Nic Claxton,21.0,BRK,C,32.0,2.8,4.5,0.621,0.0,0.2,0.2,0.636,0.484,1.3,3.8,5.2,0.9,0.7,1.3,0.6,6.6
Frank Kaminsky,27.0,PHO,C,47.0,2.6,5.5,0.471,0.7,1.8,0.365,0.523,0.617,0.8,3.2,4.0,1.7,0.3,0.4,0.5,6.6
Xavier Tillman Sr.,22.0,MEM,PF,59.0,2.8,5.1,0.559,0.4,1.1,0.338,0.62,0.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,6.6
Nemanja Bjelica,32.0,2TM,PF,37.0,2.4,5.3,0.454,0.7,2.3,0.318,0.559,0.725,0.8,2.6,3.4,1.9,0.4,0.1,0.9,6.5
Nemanja Bjelica,32.0,SAC,PF,26.0,2.7,5.8,0.46,0.7,2.2,0.293,0.565,0.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,7.2
Nemanja Bjelica,32.0,MIA,PF,11.0,1.8,4.2,0.435,0.9,2.5,0.37,0.526,0.556,0.5,2.0,2.5,1.8,0.6,0.3,0.5,5.0
Marquese Chriss,23.0,GSW,PF,2.0,2.5,7.0,0.357,0.5,2.5,0.2,0.444,0.5,1.5,5.0,6.5,1.0,0.0,1.0,1.0,6.5
Damion Lee,28.0,GSW,SG,57.0,2.2,4.8,0.467,1.4,3.4,0.397,0.638,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,6.5
Chasson Randle,27.0,ORL,PG,41.0,2.2,5.8,0.388,1.1,3.2,0.338,0.449,0.792,0.2,1.8,2.0,1.8,0.5,0.1,1.1,6.5
Denzel Valentine,27.0,CHI,SG,62.0,2.5,6.7,0.373,1.3,3.9,0.331,0.431,0.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,6.5
Avery Bradley,30.0,2TM,SG,27.0,2.4,6.3,0.374,1.2,3.7,0.327,0.443,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1.0,6.4
Avery Bradley,30.0,MIA,SG,10.0,3.1,6.6,0.47,1.6,3.8,0.421,0.536,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,8.5
Avery Bradley,30.0,HOU,SG,17.0,1.9,6.2,0.314,1.0,3.7,0.27,0.381,0.833,0.4,1.9,2.3,1.9,0.8,0.1,1.1,5.2
Alex Caruso,26.0,LAL,PG,58.0,2.3,5.3,0.436,0.9,2.4,0.401,0.464,0.645,0.5,2.4,2.9,2.8,1.1,0.3,1.3,6.4
Kira Lewis Jr.,19.0,NOP,PG,54.0,2.4,6.2,0.386,0.7,2.2,0.333,0.415,0.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,6.4
Timothé Luwawu-Cabarrot,25.0,BRK,SF,58.0,2.2,6.1,0.365,1.3,4.1,0.314,0.47,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,6.4
Deni Avdija,20.0,WAS,SF,54.0,2.4,5.8,0.417,1.0,3.1,0.315,0.535,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,6.3
Tyus Jones,24.0,MEM,PG,70.0,2.5,5.9,0.431,0.6,2.0,0.321,0.487,0.911,0.3,1.7,2.0,3.7,0.9,0.1,0.7,6.3
Frank Mason III,26.0,ORL,PG,4.0,2.3,6.0,0.375,0.5,1.3,0.4,0.368,0.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,6.3
Chimezie Metu,23.0,SAC,C,36.0,2.5,5.0,0.508,0.4,1.0,0.351,0.549,0.721,0.9,2.3,3.1,0.8,0.4,0.5,0.8,6.3
Aron Baynes,34.0,TOR,C,53.0,2.5,5.7,0.441,0.5,1.9,0.262,0.532,0.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,6.1
Facundo Campazzo,29.0,DEN,PG,65.0,1.8,4.8,0.381,1.2,3.3,0.352,0.444,0.879,0.3,1.7,2.1,3.6,1.2,0.2,1.1,6.1
Robert Franks,24.0,ORL,PF,7.0,1.9,4.0,0.464,0.7,2.1,0.333,0.615,0.923,0.9,1.1,2.0,0.7,0.4,0.4,0.3,6.1
Jaylen Hoard,21.0,OKC,SF,19.0,2.3,4.6,0.5,0.0,0.6,0.0,0.571,0.683,1.1,2.3,3.4,1.3,0.7,0.3,0.9,6.1
Max Strus,24.0,MIA,SF,39.0,2.2,4.8,0.455,1.3,3.8,0.338,0.897,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,6.1
Dakota Mathias,25.0,PHI,SG,8.0,2.4,6.0,0.396,1.0,3.3,0.308,0.5,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,6.0
Dean Wade,24.0,CLE,PF,63.0,2.1,4.9,0.431,1.2,3.4,0.366,0.571,0.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,6.0
Dwight Powell,29.0,DAL,C,58.0,2.1,3.3,0.619,0.1,0.4,0.238,0.665,0.782,1.4,2.7,4.0,1.1,0.6,0.5,0.7,5.9
Drew Eubanks,23.0,SAS,C,54.0,2.1,3.8,0.566,0.0,0.0,1.0,0.562,0.726,1.4,3.1,4.5,0.8,0.3,0.9,0.8,5.8
DeAndre' Bembry,26.0,TOR,SF,51.0,2.3,4.5,0.513,0.3,1.0,0.264,0.589,0.682,0.6,2.2,2.9,2.1,1.0,0.4,1.4,5.7
Rodney McGruder,29.0,DET,SG,16.0,2.3,4.4,0.529,0.7,1.5,0.458,0.565,0.75,0.5,0.9,1.4,1.0,0.5,0.1,0.4,5.7
Jordan Nwora,22.0,MIL,SF,30.0,2.1,4.5,0.459,0.9,2.1,0.452,0.466,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,5.7
Juan Toscano-Anderson,27.0,GSW,SG,53.0,2.3,3.9,0.579,0.7,1.7,0.402,0.718,0.71,0.5,3.9,4.4,2.8,0.8,0.5,1.2,5.7
Yogi Ferrell,27.0,2TM,PG,10.0,2.0,5.7,0.351,0.9,2.8,0.321,0.379,0.778,0.5,1.4,1.9,2.2,0.7,0.3,0.3,5.6
Yogi Ferrell,27.0,CLE,PG,2.0,4.0,10.5,0.381,1.5,4.5,0.333,0.417,0.0,1.5,2.0,3.5,2.5,1.5,0.5,1.5,9.5
Yogi Ferrell,27.0,LAC,PG,8.0,1.5,4.5,0.333,0.8,2.4,0.316,0.353,1.0,0.3,1.3,1.5,2.1,0.5,0.3,0.0,4.6
Freddie Gillespie,23.0,TOR,PF,20.0,2.2,4.2,0.524,0.0,0.0,0.0,0.524,0.697,2.1,2.8,4.9,0.5,0.7,1.0,0.6,5.6
Donta Hall,23.0,ORL,PF,13.0,1.9,2.7,0.714,0.0,0.0,0.0,0.714,0.676,1.8,2.9,4.8,0.8,0.4,0.8,0.6,5.6
Saben Lee,21.0,DET,PG,48.0,2.1,4.4,0.471,0.2,0.5,0.348,0.487,0.685,0.4,1.6,2.0,3.6,0.7,0.3,1.1,5.6
Mychal Mulder,26.0,GSW,PG,60.0,2.0,4.4,0.449,1.4,3.6,0.397,0.667,0.636,0.1,0.9,1.0,0.4,0.2,0.2,0.3,5.6
Torrey Craig,30.0,2TM,SF,50.0,2.2,4.5,0.48,0.8,2.1,0.368,0.579,0.773,1.1,2.8,3.9,1.0,0.6,0.5,0.5,5.5
Torrey Craig,30.0,MIL,SF,18.0,1.0,2.6,0.391,0.4,1.2,0.364,0.417,0.5,0.7,1.7,2.4,0.9,0.5,0.4,0.3,2.5
Torrey Craig,30.0,PHO,SF,32.0,2.8,5.7,0.503,1.0,2.6,0.369,0.619,0.8,1.4,3.4,4.8,1.0,0.6,0.6,0.6,7.2
Brad Wanamaker,31.0,2TM,PG,61.0,1.9,4.9,0.385,0.3,1.4,0.188,0.463,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,5.5
Brad Wanamaker,31.0,GSW,PG,39.0,1.6,4.4,0.353,0.3,1.6,0.213,0.429,0.893,0.2,1.5,1.7,2.5,0.7,0.2,0.9,4.7
Brad Wanamaker,31.0,CHO,PG,22.0,2.5,5.7,0.429,0.1,1.1,0.125,0.5,0.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,6.9
Jabari Parker,25.0,2TM,PF,13.0,2.3,4.2,0.545,0.2,0.8,0.182,0.636,0.769,0.8,2.5,3.2,0.8,0.1,0.4,0.8,5.5
Jabari Parker,25.0,SAC,PF,3.0,1.3,2.3,0.571,0.0,0.3,0.0,0.667,0.0,0.3,1.7,2.0,0.3,0.0,0.3,1.0,2.7
Jabari Parker,25.0,BOS,PF,10.0,2.6,4.8,0.542,0.2,1.0,0.2,0.632,0.769,0.9,2.7,3.6,1.0,0.1,0.4,0.7,6.4
Anthony Lamb,23.0,HOU,SF,24.0,1.9,4.9,0.39,1.0,3.0,0.324,0.489,0.857,1.1,1.8,2.9,1.0,0.3,0.2,0.8,5.5
Garrison Mathews,24.0,WAS,SG,64.0,1.5,3.7,0.409,1.2,3.1,0.384,0.538,0.884,0.3,1.1,1.4,0.4,0.5,0.1,0.2,5.5
Devin Vassell,20.0,SAS,SF,62.0,2.0,4.9,0.406,0.8,2.4,0.347,0.464,0.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,5.5
Rajon Rondo,34.0,2TM,PG,45.0,2.1,4.8,0.442,0.8,2.0,0.404,0.468,0.941,0.4,2.0,2.4,4.4,0.8,0.1,1.8,5.4
Rajon Rondo,34.0,ATL,PG,27.0,1.6,4.1,0.4,0.6,1.7,0.378,0.415,0.5,0.1,1.9,2.0,3.5,0.7,0.1,1.4,3.9
Rajon Rondo,34.0,LAC,PG,18.0,2.8,5.8,0.486,1.1,2.4,0.432,0.525,1.0,0.8,2.3,3.1,5.8,1.0,0.1,2.2,7.6
Derrick Favors,29.0,UTA,C,68.0,2.3,3.6,0.638,0.0,0.0,0.0,0.643,0.738,2.0,3.5,5.5,0.6,0.5,1.0,0.5,5.4
Taj Gibson,35.0,NYK,C,45.0,2.2,3.5,0.627,0.1,0.3,0.2,0.671,0.727,2.2,3.4,5.6,0.8,0.7,1.1,0.5,5.4
Tyler Johnson,28.0,BRK,SG,39.0,1.8,4.7,0.393,1.2,3.4,0.364,0.471,0.857,0.2,1.8,2.0,1.2,0.4,0.0,0.4,5.4
Jahlil Okafor,25.0,DET,C,27.0,2.3,3.8,0.618,0.1,0.3,0.222,0.656,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,5.4
Josh Okogie,22.0,MIN,SG,59.0,1.7,4.3,0.402,0.5,1.8,0.269,0.5,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,5.4
Justin Patton,23.0,HOU,C,13.0,2.2,5.4,0.414,0.7,2.6,0.265,0.556,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,5.4
Jarred Vanderbilt,21.0,MIN,PF,64.0,2.2,3.7,0.606,0.0,0.1,0.2,0.615,0.559,1.8,3.9,5.8,1.2,1.0,0.7,0.8,5.4
Mason Jones,22.0,2TM,SG,32.0,1.6,3.8,0.423,0.8,2.1,0.364,0.491,0.625,0.2,1.5,1.7,1.3,0.2,0.0,0.9,5.3
Mason Jones,22.0,HOU,SG,26.0,1.8,4.4,0.412,0.9,2.5,0.359,0.48,0.614,0.2,1.8,2.0,1.5,0.2,0.0,1.1,5.8
Mason Jones,22.0,PHI,SG,6.0,0.8,1.5,0.556,0.2,0.3,0.5,0.571,0.714,0.5,0.2,0.7,0.5,0.2,0.0,0.2,2.7
Willie Cauley-Stein,27.0,DAL,C,53.0,2.2,3.4,0.632,0.0,0.2,0.091,0.667,0.628,1.2,3.2,4.5,0.7,0.4,0.8,0.5,5.3
Jarrett Culver,21.0,MIN,SG,34.0,2.0,4.9,0.411,0.4,1.6,0.245,0.487,0.604,1.0,2.1,3.1,0.7,0.5,0.3,0.8,5.3
Glenn Robinson III,27.0,SAC,SF,23.0,1.8,4.3,0.424,0.7,1.9,0.364,0.473,0.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,5.3
Tony Snell,29.0,ATL,SG,47.0,1.9,3.6,0.515,1.3,2.3,0.569,0.419,1.0,0.4,2.0,2.4,1.3,0.3,0.2,0.4,5.3
Maurice Harkless,27.0,2TM,SF,37.0,1.9,4.5,0.418,0.6,2.3,0.274,0.568,0.767,0.4,2.1,2.4,1.2,0.8,0.5,0.6,5.2
Maurice Harkless,27.0,MIA,SF,11.0,0.5,1.2,0.385,0.5,1.0,0.455,0.0,0.0,0.2,1.0,1.2,0.6,0.2,0.4,0.3,1.4
Maurice Harkless,27.0,SAC,PF,26.0,2.5,5.8,0.421,0.7,2.8,0.247,0.582,0.805,0.4,2.5,2.9,1.4,1.1,0.6,0.7,6.9
D.J. Wilson,24.0,2TM,PF,35.0,1.9,4.8,0.405,0.9,2.5,0.345,0.469,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,5.2
D.J. Wilson,24.0,MIL,PF,12.0,1.3,3.6,0.372,0.8,2.3,0.357,0.4,0.5,0.3,1.8,2.1,0.3,0.1,0.3,0.3,3.6
D.J. Wilson,24.0,HOU,PF,23.0,2.3,5.4,0.416,0.9,2.6,0.339,0.485,0.696,0.7,3.0,3.8,0.9,0.4,0.5,0.8,6.1
Alize Johnson,24.0,BRK,PF,18.0,2.2,3.8,0.588,0.1,0.3,0.167,0.629,1.0,1.5,3.5,5.0,0.8,0.3,0.3,0.5,5.2
Patrick Patterson,31.0,LAC,PF,38.0,1.9,4.3,0.436,1.1,2.9,0.357,0.604,0.765,0.5,1.5,2.0,0.8,0.4,0.2,0.3,5.2
Dylan Windler,24.0,CLE,SF,31.0,1.8,4.2,0.438,0.8,2.5,0.338,0.585,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1.0,5.2
Isaiah Hartenstein,22.0,2TM,C,46.0,2.0,3.7,0.55,0.0,0.1,0.333,0.558,0.648,1.4,2.5,3.9,1.2,0.4,0.8,1.0,5.1
Isaiah Hartenstein,22.0,DEN,C,30.0,1.4,2.7,0.513,0.0,0.0,0.0,0.513,0.611,1.3,1.5,2.8,0.5,0.4,0.7,0.7,3.5
